Date,Value,type,state
201212,55.0,temperature,Louisiana
201301,52.5,temperature,Louisiana
201302,54.2,temperature,Louisiana
201303,55.3,temperature,Louisiana
201304,64.6,temperature,Louisiana
201305,71.7,temperature,Louisiana
201306,80.9,temperature,Louisiana
201307,80.7,temperature,Louisiana
201308,82.0,temperature,Louisiana
201309,79.9,temperature,Louisiana
201310,68.6,temperature,Louisiana
201311,55.0,temperature,Louisiana
201312,49.6,temperature,Louisiana
201401,43.4,temperature,Louisiana
201402,50.2,temperature,Louisiana
201403,55.0,temperature,Louisiana
201404,65.5,temperature,Louisiana
201405,71.8,temperature,Louisiana
201406,79.8,temperature,Louisiana
201407,80.0,temperature,Louisiana
201408,81.3,temperature,Louisiana
201409,78.1,temperature,Louisiana
201410,69.0,temperature,Louisiana
201411,53.1,temperature,Louisiana
201412,53.7,temperature,Louisiana
201501,47.2,temperature,Louisiana
201502,47.5,temperature,Louisiana
201503,60.5,temperature,Louisiana
201504,69.8,temperature,Louisiana
201505,74.8,temperature,Louisiana
201506,80.5,temperature,Louisiana
201507,84.2,temperature,Louisiana
201508,82.6,temperature,Louisiana
201509,78.5,temperature,Louisiana
201510,69.7,temperature,Louisiana
201511,62.7,temperature,Louisiana
201512,59.1,temperature,Louisiana
201601,48.8,temperature,Louisiana
201602,55.1,temperature,Louisiana
201603,63.8,temperature,Louisiana
201604,68.2,temperature,Louisiana
201605,73.3,temperature,Louisiana
201606,80.9,temperature,Louisiana
201607,83.7,temperature,Louisiana
201608,82.4,temperature,Louisiana
201609,80.2,temperature,Louisiana
201610,71.4,temperature,Louisiana
201611,62.4,temperature,Louisiana
201612,54.7,temperature,Louisiana
201701,56.8,temperature,Louisiana
201702,61.7,temperature,Louisiana
201703,64.4,temperature,Louisiana
201704,69.4,temperature,Louisiana
201705,71.8,temperature,Louisiana
201706,78.5,temperature,Louisiana
201707,82.4,temperature,Louisiana
201708,81.0,temperature,Louisiana
201709,77.0,temperature,Louisiana
201710,69.2,temperature,Louisiana
201711,61.6,temperature,Louisiana
201712,50.8,temperature,Louisiana
201801,44.2,temperature,Louisiana
201802,60.5,temperature,Louisiana
201803,62.2,temperature,Louisiana
201804,62.7,temperature,Louisiana
201805,77.8,temperature,Louisiana
201806,82.1,temperature,Louisiana
201807,83.5,temperature,Louisiana
201808,82.0,temperature,Louisiana
201809,80.2,temperature,Louisiana
201810,70.7,temperature,Louisiana
201811,54.8,temperature,Louisiana
201812,52.6,temperature,Louisiana
201901,49.9,temperature,Louisiana
201902,57.6,temperature,Louisiana
201903,58.2,temperature,Louisiana
201904,65.2,temperature,Louisiana
201905,76.0,temperature,Louisiana
201906,80.2,temperature,Louisiana
201907,81.8,temperature,Louisiana
201908,83.5,temperature,Louisiana
201909,82.2,temperature,Louisiana
201910,69.1,temperature,Louisiana
201911,54.7,temperature,Louisiana
201912,54.1,temperature,Louisiana
202001,53.7,temperature,Louisiana
202002,54.0,temperature,Louisiana
202003,67.3,temperature,Louisiana
202004,66.6,temperature,Louisiana
202005,73.0,temperature,Louisiana
202006,79.7,temperature,Louisiana
202007,82.8,temperature,Louisiana
202008,82.2,temperature,Louisiana
202009,77.6,temperature,Louisiana
202010,68.2,temperature,Louisiana
202011,61.9,temperature,Louisiana
202012,50.9,temperature,Louisiana
202101,50.6,temperature,Louisiana
202102,47.8,temperature,Louisiana
202103,62.2,temperature,Louisiana
202104,64.9,temperature,Louisiana
202105,72.4,temperature,Louisiana
202106,80.4,temperature,Louisiana
202107,81.8,temperature,Louisiana
202108,82.6,temperature,Louisiana
202109,76.9,temperature,Louisiana
202110,71.6,temperature,Louisiana
202111,56.4,temperature,Louisiana
202112,62.5,temperature,Louisiana
202201,48.2,temperature,Louisiana
197001,0.70,precipitation,Maine
197002,4.87,precipitation,Maine
197003,2.74,precipitation,Maine
197004,3.79,precipitation,Maine
197005,3.89,precipitation,Maine
197006,3.34,precipitation,Maine
197007,2.72,precipitation,Maine
197008,3.79,precipitation,Maine
197009,3.58,precipitation,Maine
197010,4.64,precipitation,Maine
197011,2.76,precipitation,Maine
197012,3.96,precipitation,Maine
197101,2.09,precipitation,Maine
197102,4.39,precipitation,Maine
197103,3.51,precipitation,Maine
197104,1.92,precipitation,Maine
197105,3.49,precipitation,Maine
197106,2.14,precipitation,Maine
197107,3.62,precipitation,Maine
197108,4.50,precipitation,Maine
197109,3.03,precipitation,Maine
197110,2.90,precipitation,Maine
197111,3.30,precipitation,Maine
197112,2.73,precipitation,Maine
197201,2.01,precipitation,Maine
197202,3.73,precipitation,Maine
197203,5.86,precipitation,Maine
197204,2.39,precipitation,Maine
197205,2.83,precipitation,Maine
197206,5.92,precipitation,Maine
197207,4.62,precipitation,Maine
197208,2.82,precipitation,Maine
197209,4.04,precipitation,Maine
197210,3.99,precipitation,Maine
197211,4.65,precipitation,Maine
197212,5.76,precipitation,Maine
197301,3.51,precipitation,Maine
197302,3.21,precipitation,Maine
197303,2.91,precipitation,Maine
197304,5.79,precipitation,Maine
197305,5.38,precipitation,Maine
197306,4.32,precipitation,Maine
197307,4.11,precipitation,Maine
197308,4.77,precipitation,Maine
197309,3.77,precipitation,Maine
197310,3.38,precipitation,Maine
197311,3.23,precipitation,Maine
197312,9.04,precipitation,Maine
197401,2.88,precipitation,Maine
197402,2.33,precipitation,Maine
197403,3.97,precipitation,Maine
197404,4.88,precipitation,Maine
197405,5.02,precipitation,Maine
197406,3.79,precipitation,Maine
197407,4.05,precipitation,Maine
197408,2.92,precipitation,Maine
197409,4.32,precipitation,Maine
197410,1.56,precipitation,Maine
197411,4.24,precipitation,Maine
197412,2.98,precipitation,Maine
197501,3.31,precipitation,Maine
197502,1.80,precipitation,Maine
197503,3.44,precipitation,Maine
197504,2.59,precipitation,Maine
197505,2.15,precipitation,Maine
197506,4.23,precipitation,Maine
197507,3.79,precipitation,Maine
197508,2.26,precipitation,Maine
197509,4.30,precipitation,Maine
197510,3.81,precipitation,Maine
197511,4.76,precipitation,Maine
197512,4.95,precipitation,Maine
197601,4.32,precipitation,Maine
197602,3.87,precipitation,Maine
197603,2.84,precipitation,Maine
197604,3.83,precipitation,Maine
197605,5.11,precipitation,Maine
197606,3.32,precipitation,Maine
197607,6.91,precipitation,Maine
197608,5.85,precipitation,Maine
197609,2.82,precipitation,Maine
197610,5.79,precipitation,Maine
197611,2.22,precipitation,Maine
197612,4.16,precipitation,Maine
197701,3.27,precipitation,Maine
197702,2.88,precipitation,Maine
197703,4.25,precipitation,Maine
197704,2.72,precipitation,Maine
197705,1.71,precipitation,Maine
197706,6.80,precipitation,Maine
197707,2.03,precipitation,Maine
197708,4.60,precipitation,Maine
197709,5.49,precipitation,Maine
197710,6.63,precipitation,Maine
197711,3.29,precipitation,Maine
197712,5.22,precipitation,Maine
197801,6.86,precipitation,Maine
197802,1.06,precipitation,Maine
197803,3.05,precipitation,Maine
197804,3.11,precipitation,Maine
197805,2.46,precipitation,Maine
197806,4.19,precipitation,Maine
197807,2.45,precipitation,Maine
197808,2.08,precipitation,Maine
197809,2.07,precipitation,Maine
197810,3.64,precipitation,Maine
197811,2.10,precipitation,Maine
197812,2.92,precipitation,Maine
197901,7.79,precipitation,Maine
197902,2.30,precipitation,Maine
197903,4.45,precipitation,Maine
197904,4.79,precipitation,Maine
197905,6.09,precipitation,Maine
197906,2.10,precipitation,Maine
197907,3.05,precipitation,Maine
197908,5.10,precipitation,Maine
197909,3.50,precipitation,Maine
197910,4.77,precipitation,Maine
197911,3.76,precipitation,Maine
197912,2.68,precipitation,Maine
198001,1.31,precipitation,Maine
198002,0.96,precipitation,Maine
198003,3.70,precipitation,Maine
198004,4.24,precipitation,Maine
198005,1.44,precipitation,Maine
198006,2.87,precipitation,Maine
198007,5.22,precipitation,Maine
198008,2.75,precipitation,Maine
198009,4.63,precipitation,Maine
198010,3.91,precipitation,Maine
198011,4.07,precipitation,Maine
198012,2.29,precipitation,Maine
198101,1.44,precipitation,Maine
198102,3.64,precipitation,Maine
198103,1.87,precipitation,Maine
198104,3.31,precipitation,Maine
198105,3.60,precipitation,Maine
198106,4.30,precipitation,Maine
198107,4.64,precipitation,Maine
198108,5.34,precipitation,Maine
198109,6.29,precipitation,Maine
198110,6.32,precipitation,Maine
198111,3.04,precipitation,Maine
198112,4.59,precipitation,Maine
198201,3.67,precipitation,Maine
198202,2.68,precipitation,Maine
198203,2.85,precipitation,Maine
198204,3.66,precipitation,Maine
198205,1.19,precipitation,Maine
198206,4.87,precipitation,Maine
198207,2.65,precipitation,Maine
198208,4.20,precipitation,Maine
198209,3.35,precipitation,Maine
198210,1.45,precipitation,Maine
198211,4.97,precipitation,Maine
198212,2.18,precipitation,Maine
198301,3.46,precipitation,Maine
198302,2.76,precipitation,Maine
198303,5.40,precipitation,Maine
198304,7.36,precipitation,Maine
198305,5.69,precipitation,Maine
198306,1.79,precipitation,Maine
198307,4.74,precipitation,Maine
198308,3.55,precipitation,Maine
198309,2.53,precipitation,Maine
198310,2.92,precipitation,Maine
198311,9.44,precipitation,Maine
198312,6.27,precipitation,Maine
198401,2.02,precipitation,Maine
198402,4.11,precipitation,Maine
198403,4.45,precipitation,Maine
198404,2.96,precipitation,Maine
198405,7.26,precipitation,Maine
198406,6.13,precipitation,Maine
198407,4.37,precipitation,Maine
198408,2.26,precipitation,Maine
198409,1.59,precipitation,Maine
198410,2.36,precipitation,Maine
198411,2.76,precipitation,Maine
198412,3.26,precipitation,Maine
198501,1.00,precipitation,Maine
198502,2.88,precipitation,Maine
198503,2.76,precipitation,Maine
198504,1.54,precipitation,Maine
198505,3.04,precipitation,Maine
198506,3.96,precipitation,Maine
198507,3.84,precipitation,Maine
198508,3.72,precipitation,Maine
198509,3.48,precipitation,Maine
198510,2.79,precipitation,Maine
198511,4.37,precipitation,Maine
198512,2.16,precipitation,Maine
198601,5.39,precipitation,Maine
198602,1.46,precipitation,Maine
198603,3.46,precipitation,Maine
198604,2.73,precipitation,Maine
198605,3.95,precipitation,Maine
198606,3.33,precipitation,Maine
198607,4.80,precipitation,Maine
198608,5.22,precipitation,Maine
198609,3.66,precipitation,Maine
198610,1.65,precipitation,Maine
198611,3.83,precipitation,Maine
198612,3.05,precipitation,Maine
198701,3.47,precipitation,Maine
198702,0.53,precipitation,Maine
198703,2.92,precipitation,Maine
198704,4.02,precipitation,Maine
198705,2.89,precipitation,Maine
198706,4.48,precipitation,Maine
198707,2.39,precipitation,Maine
198708,1.98,precipitation,Maine
198709,5.61,precipitation,Maine
198710,3.64,precipitation,Maine
198711,2.74,precipitation,Maine
198712,3.37,precipitation,Maine
198801,2.26,precipitation,Maine
198802,2.93,precipitation,Maine
198803,1.40,precipitation,Maine
198804,3.26,precipitation,Maine
198805,2.34,precipitation,Maine
198806,2.48,precipitation,Maine
198807,4.64,precipitation,Maine
198808,5.91,precipitation,Maine
198809,1.84,precipitation,Maine
198810,3.96,precipitation,Maine
198811,5.94,precipitation,Maine
198812,1.39,precipitation,Maine
198901,1.79,precipitation,Maine
198902,2.15,precipitation,Maine
198903,2.49,precipitation,Maine
198904,3.09,precipitation,Maine
198905,7.07,precipitation,Maine
198906,4.08,precipitation,Maine
198907,2.31,precipitation,Maine
198908,4.83,precipitation,Maine
198909,3.96,precipitation,Maine
198910,3.03,precipitation,Maine
198911,5.08,precipitation,Maine
198912,1.94,precipitation,Maine
199001,4.06,precipitation,Maine
199002,2.24,precipitation,Maine
199003,1.98,precipitation,Maine
199004,3.56,precipitation,Maine
199005,5.28,precipitation,Maine
199006,4.46,precipitation,Maine
199007,3.57,precipitation,Maine
199008,4.87,precipitation,Maine
199009,3.56,precipitation,Maine
199010,7.71,precipitation,Maine
199011,4.28,precipitation,Maine
199012,5.61,precipitation,Maine
199101,2.83,precipitation,Maine
199102,1.27,precipitation,Maine
199103,5.14,precipitation,Maine
199104,3.69,precipitation,Maine
199105,3.70,precipitation,Maine
199106,2.35,precipitation,Maine
199107,2.25,precipitation,Maine
199108,8.17,precipitation,Maine
199109,4.63,precipitation,Maine
199110,4.38,precipitation,Maine
199111,3.27,precipitation,Maine
199112,2.56,precipitation,Maine
199201,4.02,precipitation,Maine
199202,2.97,precipitation,Maine
199203,3.57,precipitation,Maine
199204,2.15,precipitation,Maine
199205,1.07,precipitation,Maine
199206,4.58,precipitation,Maine
199207,4.31,precipitation,Maine
199208,3.65,precipitation,Maine
199209,2.71,precipitation,Maine
199210,3.49,precipitation,Maine
199211,3.22,precipitation,Maine
199212,1.76,precipitation,Maine
199301,2.28,precipitation,Maine
199302,3.21,precipitation,Maine
199303,3.20,precipitation,Maine
199304,5.48,precipitation,Maine
199305,2.32,precipitation,Maine
199306,4.27,precipitation,Maine
199307,2.60,precipitation,Maine
199308,2.50,precipitation,Maine
199309,4.38,precipitation,Maine
199310,4.30,precipitation,Maine
199311,4.04,precipitation,Maine
199312,5.03,precipitation,Maine
199401,4.63,precipitation,Maine
199402,1.41,precipitation,Maine
199403,4.13,precipitation,Maine
199404,4.08,precipitation,Maine
199405,4.30,precipitation,Maine
199406,3.89,precipitation,Maine
199407,3.73,precipitation,Maine
199408,2.63,precipitation,Maine
199409,4.41,precipitation,Maine
199410,1.52,precipitation,Maine
199411,4.21,precipitation,Maine
199412,2.74,precipitation,Maine
199501,4.44,precipitation,Maine
199502,2.60,precipitation,Maine
199503,2.57,precipitation,Maine
199504,2.24,precipitation,Maine
199505,3.92,precipitation,Maine
199506,2.36,precipitation,Maine
199507,3.94,precipitation,Maine
199508,1.77,precipitation,Maine
199509,2.55,precipitation,Maine
199510,6.70,precipitation,Maine
199511,6.47,precipitation,Maine
199512,3.16,precipitation,Maine
199601,4.79,precipitation,Maine
199602,3.73,precipitation,Maine
199603,2.22,precipitation,Maine
199604,4.94,precipitation,Maine
199605,4.90,precipitation,Maine
199606,4.34,precipitation,Maine
199607,7.57,precipitation,Maine
199608,1.66,precipitation,Maine
199609,5.08,precipitation,Maine
199610,4.12,precipitation,Maine
199611,2.05,precipitation,Maine
199612,5.99,precipitation,Maine
199701,4.14,precipitation,Maine
199702,2.61,precipitation,Maine
199703,3.29,precipitation,Maine
199704,2.82,precipitation,Maine
199705,4.15,precipitation,Maine
199706,3.28,precipitation,Maine
199707,3.44,precipitation,Maine
199708,4.52,precipitation,Maine
199709,3.09,precipitation,Maine
199710,1.43,precipitation,Maine
199711,3.97,precipitation,Maine
199712,2.77,precipitation,Maine
199801,5.39,precipitation,Maine
199802,3.57,precipitation,Maine
199803,4.00,precipitation,Maine
199804,3.09,precipitation,Maine
199805,3.13,precipitation,Maine
